1.683352193437238384e+03 9.991366267204284668e-01
1.683353582287933023e+03 9.991768002510070801e-01
1.683354971138628116e+03 9.992409944534301758e-01
1.683356359989322300e+03 9.992794394493103027e-01
1.683357748840016257e+03 9.992635846138000488e-01
1.683359137690711123e+03 9.993309974670410156e-01
1.683360526541405761e+03 9.994910955429077148e-01
1.683361915392100855e+03 9.995405673980712891e-01
1.683363304242795493e+03 9.994568824768066406e-01
1.683364693093606093e+03 9.994981884956359863e-01
1.683366081944300277e+03 9.995921254158020020e-01
1.683367470794994915e+03 9.994848370552062988e-01
1.683368859645690009e+03 9.995019435882568359e-01
1.683370248496384647e+03 9.995183944702148438e-01
1.683371637347079741e+03 9.998651146888732910e-01
1.683373026197890795e+03 9.996511340141296387e-01
1.683374415048584979e+03 9.996045231819152832e-01
1.683375803899279845e+03 9.997133016586303711e-01
1.683377192749975165e+03 9.996401071548461914e-01
1.683378581600785765e+03 9.995990395545959473e-01
1.683379970451479949e+03 9.995537996292114258e-01
1.683381359302175042e+03 9.995216727256774902e-01
1.683382748152985641e+03 9.995934367179870605e-01
1.683384137003680280e+03 9.997443556785583496e-01
1.683385525854375828e+03 9.996923208236694336e-01
1.683386914705186427e+03 9.995946884155273438e-01
1.683388303555880611e+03 9.996576905250549316e-01
1.683389692406691665e+03 9.995616078376770020e-01
1.683391081257385849e+03 9.997053742408752441e-01
1.683392470108197358e+03 9.993852972984313965e-01
1.683393858958892679e+03 9.993540644645690918e-01
1.683395247809586635e+03 9.991863369941711426e-01
1.683396636660397235e+03 9.995926022529602051e-01
1.683398025511092328e+03 9.996151924133300781e-01
1.683399414361902927e+03 9.994851350784301758e-01
1.683400803212713981e+03 9.991553425788879395e-01
1.683402192063409530e+03 9.996690750122070312e-01
1.683403580914220129e+03 9.995568990707397461e-01
1.683404969764914313e+03 9.995833635330200195e-01
1.683406358615725367e+03 9.994029402732849121e-01
1.683407747466537330e+03 9.994137287139892578e-01
1.683409136317232424e+03 9.997329115867614746e-01
1.683410525168043023e+03 9.995598196983337402e-01
1.683411914018737662e+03 9.994091987609863281e-01
1.683413302869548261e+03 9.996566176414489746e-01
1.683414691720358860e+03 9.995969533920288086e-01
